account,postdate,tweet,link,topic_tag,comments,retweets,likes,shares,replysource,platform,views,page
nauramedika,2025-12-10 05:13:57+00:00,"Kenapa anak perlu vaksin MR? Karena Campak & Rubella bukan penyakit ringan. Campak bisa sebabkan pneumonia & kejang, sedangkan Rubella berbahaya untuk ibu hamil dan dapat menyebabkan cacat lahir pada bayi.  Vaksin MR sangat aman, efektif, dan termasuk imunisasi wajib yang direkomendasikan IDAI. Jadwalnya: 9 bulan – 18 bulan – Booster 5–7 tahun.  Semakin cepat vaksin, semakin kuat perlindungan anak ✨ Ayo imunisasi MR di Klinik Naura Medika untuk perlindungan maksimal dan pelayanan yang nyaman untuk si kecil.  Simpan & bagikan agar lebih banyak orang tua paham tentang pentingnya vaksin MR.  Hubungi kami sekarang untuk info & booking! ❤️KLINIK NAURA MEDIKA❤️ ☎Customer Service : 021-7782 7515⁣ 📱Info & Pendaftaran : 0811 101 8481 🌐 www.kliniknnauramedika.com 📸 : @nauramedika  #vaksinMR #imunisasiMR #campakrubella #vaksinanak #imunisasianak #dokteranak #kliniknauramedika #polianak #idairi #jadwalimunisasi #imunisasidepok #klinikdepok #kesehatananak #pencegahancampak #edukasikesehatananak #parentingindonesia #anaksehatindonesia #dokteranaksehat #klinikramahanak #imunisasibayi #vaksincampakrubella #nauramedika",https://www.instagram.com/p/DSEiAutklYd/,,0,0,20,,,instagram,,
kim_obama_bareng,2025-11-28 16:40:01+00:00,"Yuk cegah campak mulai dari sekarang! Campak bisa sembuh sendiri, tapi penularannya super cepat. Jadi lebih baik kita waspada sejak dini ya #NAWAK!  Kalau anak menunjukkan gejala seperti demam tinggi, batuk pilek, mata merah, atau muncul ruam dari wajah ke seluruh tubuh segera lakukan perawatan di rumah: istirahat cukup, banyak minum, obat penurun demam, dan kamar yang nyaman. Kalau belum membaik, jangan tunda! langsung periksakan ke dokter.  Jangan lupa vaksinasi Campak Rubela (MR) sesuai jadwal agar anak punya perlindungan maksimal. Ditambah dengan PHBS: rajin cuci tangan, tutup mulut saat batuk/bersin, dan hindari kontak dengan penderita.  Melindungi anak hari ini adalah investasi kesehatan mereka di masa depan. Cegah campak, mulai sekarang!  #PemkotMalang #NgalamTahes #CegahCampak #VaksinMR #PHBS #MalangMboisBerkelas Reposted from @pemkotmalang",https://www.instagram.com/p/DRm2_Glkoml/,,0,0,3,,,instagram,,
kimpurwoagung,2025-11-28 14:47:14+00:00,"Pemkotmalang Yuk cegah campak mulai dari sekarang! Campak bisa sembuh sendiri,tapi penularannya super cepat. Jadi lebih baik kita waspada sejak dini ya #Nawak!  Kalau anak menunjukkan gejala seperti demam tinggi, batuk pilek,mata merah, atau muncul ruam dari wajah ke seluruh tubuh, segera lakukan perawatan di rumah: istirahat cukup, banyak minum obat penurun demam, dan kamar yang nyaman. Kalau belum membaik, jangan tunda! langsung periksakan ke dokter.  Jangan lupa vaksinasi Campak Rubella (MR) sesuai jadwal agar anak punya perlindungan maksimal. Ditambah dengan PHBS: rajin cuci tangan, tutup mulut saat batuk/bersin, dan hindari kontak dengan penderita.  Melindungi anak hari ini adalah investasi kesehatan mereka di masa depan. Cegah Campak, mulai sekarang!  #NgalamTahes #CegahCampak #VaksinMR #PHBS",https://www.instagram.com/p/DRmqFErkg6j/,,0,0,2,,,instagram,,
kim.balearjosari,2025-12-01 00:28:29+00:00,"Yuk cegah campak mulai dari sekarang! Campak bisa sembuh sendiri, tapi penularannya super cepat. Jadi lebih baik kita waspada sejak dini ya #NAWAK!  Kalau anak menunjukkan gejala seperti demam tinggi, batuk pilek, mata merah, atau muncul ruam dari wajah ke seluruh tubuh segera lakukan perawatan di rumah: istirahat cukup, banyak minum, obat penurun demam, dan kamar yang nyaman. Kalau belum membaik, jangan tunda! langsung periksakan ke dokter.  Jangan lupa vaksinasi Campak Rubela (MR) sesuai jadwal agar anak punya perlindungan maksimal. Ditambah dengan PHBS: rajin cuci tangan, tutup mulut saat batuk/bersin, dan hindari kontak dengan penderita.  Melindungi anak hari ini adalah investasi kesehatan mereka di masa depan. Cegah campak, mulai sekarang!  #PemkotMalang #NgalamTahes #CegahCampak #VaksinMR #PHBS #MalangMboisBerkelas #kimkotamalang",https://www.instagram.com/p/DRs2MC5Eier/,,1,0,7,,,instagram,,
nauramedika,2025-12-02 08:18:29+00:00,"🩺 Sudah waktunya si kecil vaksinasi? Yuk, jangan tunda lagi! Vaksin MR & BCG penting untuk melindungi anak dari penyakit berbahaya seperti campak, rubella, dan TBC 👶✨  📅 Jadwal Vaksinasi MR & BCG – Desember 2025 Dengan dokter spesialis anak: 👩‍⚕️ dr. Intan AP Tumbelaka, Sp.A 👩‍⚕️ dr. Yessy Yuniarti, Sp.A 👩‍⚕️ dr. Neneng Arie Komariah, Sp.A  💉 Pastikan jadwal vaksinasi buah hati sesuai anjuran dokter agar tumbuh sehat dan kuat 💪 Yuk, booking jadwalnya dari sekarang!  Untuk Informasi lebih lanjut👇🏻 Telepon : (021) 77827515 WhatsApp : +62 811 101 8481 Alamat : Jl. Kemakmuran Raya No. 37, Mekar Jaya, Sukmajaya, Depok 16411  #NauraMedika #VaksinAnak #VaksinMR #VaksinBCG #DokterAnakDepok #KlinikDepok #DepokSehat #MelayaniSetulusHati #AnakSehatIbuBahagia #ImunisasiAnak",https://www.instagram.com/p/DRwQxQtEjys/,,0,0,25,,,instagram,,
puskesmas_pasirnangka,2025-12-23 03:40:17+00:00,Slide Informasi Campak dan Rubella✍️  #CampakRubella #VaksinMR #PuskesmasPasirNangka,https://www.instagram.com/p/DSl1oFLky8y/,,0,0,7,,,instagram,,
rscondongcatur,2025-12-04 06:22:35+00:00,"Halo Sahabat RSCC! Semoga semua tetap dalam keadaan sehat ya 😊  Sahabat RSCC apakah mengetahui manfaat Imunisasi BCG & MR ?  Imunisasi BCG dapat memberikan perlindungan terhadap Tuberkulosis / TBC, sedangkan imunisasi MR dapat memberikan perlindungan terhadap Measles (Campak) & Rubella (Vampak Jerman).  RS Condong Catur Melayani Imunisasi BCG & MR yang dilaksanakan pada :  Hari : Senin, 8 Desember 2025 Tempat : Klinik Anak Jam : 16.00 sd Selesai  Yuk Bunda akses layanan Imunisasi anak BCG & MR di klinik anak RS Condong Catur.  🏥 RS Condong Catur 📍Alamat : Jl. Manggis No.6 Condong Catur Sleman Yogyakarta ☎ Telepon : (0274) 887494 WhatsApp : 0859 3932 0877 . -Solusi JITU Kesehatan Anda- . #klinik #anak #klinikanak #vaksinanak #vaksin #vaksinbcg #vaksinmr #jogja #condongcatur #kesehatan #rscondongcatur #pelayanan #sehat #rumahsakityogyakarta #klinikbersalin #klinikanak #polianak #dokteranak #dokterspesialisanak #RSCCjitu #rsccjitu",https://www.instagram.com/p/DR1NGKUExky/,,0,0,25,,,instagram,,
rsuddungus.jatimprov,2025-12-02 08:01:44+00:00,"Sobat Dungus  Imunisasi adalah langkah penting untuk melindungi buah hati dari berbagai penyakit berbahaya. Yuk, pastikan si kecil mendapatkan vaksin MR dan BCG sesuai jadwal!  🔹 Vaksin MR Melindungi anak dari Campak (Measles) dan Rubella (Campak Jerman). 📌 Diberikan pada usia 9 bulan dan 18 bulan.  🔹 Vaksin BCG Membantu tubuh membentuk kekebalan untuk melawan bakteri penyebab Tuberkulosis. 📌 Diberikan mulai usia 0–3 bulan.  📍 Klinik Anak RSUD Dungus 🗓️ Selasa, 9 Desember 2025 ⏰ Pukul 09.00 WIB 💉 Vaksin Gratis  Untuk informasi & pendaftaran: 0811-3332-0078  Bunda & Ayah, jangan lewatkan kesempatan melindungi anak sejak dini. Imunisasi sekarang, sehatnya kemudian! 💗  #RSUDDungus #ImunisasiAnak #VaksinMR #VaksinBCG #KesehatanAnak",https://www.instagram.com/p/DRwO2lpk8s8/,,6,0,57,,,instagram,,
kim_parsehjaya,2025-11-28 02:12:18+00:00,"Yuk cegah campak mulai dari sekarang! Campak bisa sembuh sendiri, tapi penularannya super cepat. Jadi lebih baik kita waspada sejak dini ya #NAWAK!  Kalau anak menunjukkan gejala seperti demam tinggi, batuk pilek, mata merah, atau muncul ruam dari wajah ke seluruh tubuh segera lakukan perawatan di rumah: istirahat cukup, banyak minum, obat penurun demam, dan kamar yang nyaman. Kalau belum membaik, jangan tunda! langsung periksakan ke dokter.  Jangan lupa vaksinasi Campak Rubela (MR) sesuai jadwal agar anak punya perlindungan maksimal. Ditambah dengan PHBS: rajin cuci tangan, tutup mulut saat batuk/bersin, dan hindari kontak dengan penderita.  Melindungi anak hari ini adalah investasi kesehatan mereka di masa depan. Cegah campak, mulai sekarang!  #PemkotMalang #NgalamTahes #CegahCampak #VaksinMR PHBS MalangMboisBerkelas Reposted from @pemkotmalang",https://www.instagram.com/p/DRlTr1GkgzQ/,,0,0,4,,,instagram,,
pemkotmalang,2025-11-26 08:11:05+00:00,"Yuk cegah campak mulai dari sekarang! Campak bisa sembuh sendiri, tapi penularannya super cepat. Jadi lebih baik kita waspada sejak dini ya #NAWAK!  Kalau anak menunjukkan gejala seperti demam tinggi, batuk pilek, mata merah, atau muncul ruam dari wajah ke seluruh tubuh segera lakukan perawatan di rumah: istirahat cukup, banyak minum, obat penurun demam, dan kamar yang nyaman. Kalau belum membaik, jangan tunda! langsung periksakan ke dokter.  Jangan lupa vaksinasi Campak Rubela (MR) sesuai jadwal agar anak punya perlindungan maksimal. Ditambah dengan PHBS: rajin cuci tangan, tutup mulut saat batuk/bersin, dan hindari kontak dengan penderita.  Melindungi anak hari ini adalah investasi kesehatan mereka di masa depan. Cegah campak, mulai sekarang!  #PemkotMalang #NgalamTahes #CegahCampak #VaksinMR #PHBS #MalangMboisBerkelas",https://www.instagram.com/p/DRgzJ2kEptx/,,1,0,50,,,instagram,,
rscondongcatur,2025-10-07 08:18:06+00:00,"Halo Sahabat RSCC! Semoga semua tetap dalam keadaan sehat ya 😊  Sahabat RSCC apakah mengetahui manfaat Imunisasi BCG & MR ?  Imunisasi BCG dapat memberikan perlindungan terhadap Tuberkulosis / TBC, sedangkan imunisasi MR dapat memberikan perlindungan terhadap Measles (Campak) & Rubella (Vampak Jerman).  RS Condong Catur Melayani Imunisasi BCG & MR yang dilaksanakan pada :  Hari : Senin, 13 Oktober 2025 Tempat : Klinik Anak Jam : 16.00 sd Selesai  Yuk Bunda akses layanan Imunisasi anak BCG & MR di klinik anak RS Condong Catur.  🏥 RS Condong Catur 📍Alamat : Jl. Manggis No.6 Condong Catur Sleman Yogyakarta ☎ Telepon : (0274) 887494 WhatsApp : 0859 3932 0877 . -Solusi JITU Kesehatan Anda- . #klinik #anak #klinikanak #vaksinanak #vaksin #vaksinbcg #vaksinmr #jogja #condongcatur #kesehatan #rscondongcatur #pelayanan #sehat #rumahsakityogyakarta #klinikbersalin #klinikanak #polianak #dokteranak #dokterspesialisanak #RSCCjitu #rsccjitu",https://www.instagram.com/p/DPgENgnDv-H/,,0,0,17,,,instagram,,
rsia_ananda_smg,2025-11-10 07:46:55+00:00,"“Tahukah Bunda–Ayah, kasus TBC & campak di Indonesia lagi NAIK lagi? 😱” Dan dua penyakit itu… bisa dicegah cuma dengan satu langkah kecil: imunisasi tepat waktu! 💉✨  📅 Jangan sampai kelewatan! Besok, Sabtu 15 November | Pukul 10.00–12.00 WIB 📍 Klinik Anak Langkah Si Kecil – RSIA Ananda Pasar Ace  Bareng dr. Fajar Taufiq Widodo, Sp.A 🩺 akan diadakan imunisasi BCG dan MR, dua vaksin dasar yang wajib banget buat si kecil! 👶  💉 BCG → perlindungan dari TBC, penyakit yang masih jadi ancaman nyata di sekitar kita. 💉 MR (Measles-Rubella) → cegah campak dan rubella, penyakit menular yang bisa sebabkan komplikasi berat bahkan cacat seumur hidup.  🫶 Buat para new mom & dad, ini bukan sekadar jadwal rutin — tapi investasi seumur hidup untuk kesehatan anakmu. ❤️  📲 Yuk, amankan slot imunisasi si kecil sekarang juga! 📞 0853-2520-0567 (Langkah Si Kecil – RSIA Ananda Pasar Ace)  Karena sekali terlambat, risikonya bisa nggak sesederhana pilek biasa. 💡 Cegah sekarang, sebelum terlambat!  #RSIAAnandaPasarAce #LangkahSiKecil #ImunisasiAnak #VaksinBCG #VaksinMR #NewMomNewDad #StopTBC #CegahCampak #FriendlyHospital #AnandaCare",https://www.instagram.com/p/DQ3jq62EciU/,,2,0,6,,,instagram,,
nauramedika,2025-10-16 07:17:02+00:00,"👩‍⚕️✨ Sahabat Naura, Informasi untuk Ayah & Bunda yang biasa kontrol anak ke dr. Intan AP Tumbelaka, Sp.A, dokter tidak praktek pada tanggal 17 dan 21 Oktober 2025.  Jangan khawatir, layanan Poli Anak tetap buka dengan dokter lainnya sesuai jadwal. Terima kasih atas perhatiannya 💕  Untuk Informasi lebih lanjut👇🏻 Telepon : (021) 77827515 WhatsApp : +62 811 101 8481 Alamat : Jl. Kemakmuran Raya No. 37, Mekar Jaya, Sukmajaya, Depok 16411  #klinikdepok #klinik24jam #klinik24jamdepok  #vaksinmr #kliniknauramedika #klinikanak #vaksinanak #imunisasianak #campakrubella #depok #dokteranakdepok #melayanisetulushati",https://www.instagram.com/p/DP3IYHbkuKb/,,0,0,25,,,instagram,,
prfmnews,2025-11-26 00:35:06+00:00,"🚨 WASPADA RUAM PANAS! Bukan Cuma Demam Biasa. 🚨  Sering bingung membedakan ruam Campak dengan ruam biasa? Atau masih percaya mitos kalau Campak itu penyakit 'ringan'?  Ruam di wajah dan tubuh yang disertai demam tinggi adalah tanda bahaya yang tidak boleh diabaikan!  Yuk, bongkar tuntas Campak (Measles) Bersama dengan Sekretaris Asosiasi Klinik Indonesia (Asklin) Kota Bandung, dr. Dhany Kartika Sari  Kita akan bahas: ✅ Penyebab ruam Campak yang khas  ✅ Kapan harus segera ke dokter?  ✅ Fakta penting tentang Vaksin MR/MMR.  Jangan Sampai Ketinggalan!   📅 Rabu, 26 November 2025  ⏰ 20.00 s/d 21.00 WIB  📍 Radio 107,5 PRFM News Channel atau streaming di prfmnews.id  Tag teman atau keluarga yang mempunyai anak kecil agar #SiagaCampak!  #TalkshowTanyaDokter #Campak #DemamAnak #VaksinMR #PRFMNews",https://www.instagram.com/p/DRf--JnDqOt/,,0,0,17,,,instagram,,
nauramedika,2025-11-03 07:21:25+00:00,"🩺 Sudah waktunya si kecil vaksinasi? Yuk, jangan tunda lagi! Vaksin MR & BCG penting untuk melindungi anak dari penyakit berbahaya seperti campak, rubella, dan TBC 👶✨  📅 Jadwal Vaksinasi MR & BCG – November 2025 Dengan dokter spesialis anak: 👩‍⚕️ dr. Intan AP Tumbelaka, Sp.A 👩‍⚕️ dr. Yessy Yuniarti, Sp.A 👩‍⚕️ dr. Neneng Arie Komariah, Sp.A  💉 Pastikan jadwal vaksinasi buah hati sesuai anjuran dokter agar tumbuh sehat dan kuat 💪 Yuk, booking jadwalnya dari sekarang!  Untuk Informasi lebih lanjut👇🏻 Telepon : (021) 77827515 WhatsApp : +62 811 101 8481 Alamat : Jl. Kemakmuran Raya No. 37, Mekar Jaya, Sukmajaya, Depok 16411  #NauraMedika #VaksinAnak #VaksinMR #VaksinBCG #DokterAnakDepok #KlinikDepok #DepokSehat #MelayaniSetulusHati #AnakSehatIbuBahagia #ImunisasiAnak",https://www.instagram.com/p/DQlfL-vEoS7/,,0,0,27,,,instagram,,
alkindi.islamicschool,2025-11-17 04:31:04+00:00,"Alhamdulillah, kegiatan vaksinasi Campak Rubella di SDIT Al Kindi berjalan sukses! Berkolaborasi dengan Puskesmas Rejosari, siswa kelas 2–6 mengikuti imunisasi untuk menjaga kesehatan dan perlindungan sejak dini. 💉✨  Yuk jaga kesehatan bareng-bareng biar tetap kuat dan ceria!🤩🥰✨  #VaksinMR #CampakRubella #PuskesmasRejosari #SDITAlKindi #ImunisasiAnak #AnakSehat",https://www.instagram.com/p/DRJO0iWEXC8/,,0,0,10,,,instagram,,
dr_dewi_s,2025-12-10 00:05:00+00:00,"Campak adalah infeksi virus yang sangat menular dan sering kali dimulai seperti flu biasa. Setelah masa inkubasi sekitar 10–14 hari, anak mulai menunjukkan demam tinggi, batuk-pilek, dan mata merah. Banyak orang tua tidak menyadari bahwa pada tahap ini anak sudah bisa menularkan virus ke orang lain melalui batuk, bersin, atau udara yang terkontaminasi. Ruam khas campak biasanya muncul beberapa hari kemudian, bermula dari wajah dan cepat menyebar ke seluruh tubuh, sering disertai bercak putih kecil di dalam pipi (Koplik spots).  Di balik tampilannya yang terlihat seperti ruam biasa, campak memiliki potensi komplikasi berat. Pneumonia, diare berat yang menyebabkan dehidrasi, kejang, hingga infeksi otak adalah risiko nyata yang dapat terjadi, terutama pada bayi, anak dengan gizi kurang, atau mereka yang belum diimunisasi. Karena itu, campak bukan penyakit yang bisa ditunggu-tunggu atau dianggap ringan. Vaksinasi MR/MMR lengkap tetap menjadi perlindungan terbaik untuk mencegah penularan dan menurunkan tingkat keparahan penyakit. Bila anak mengalami ruam disertai demam tinggi, batuk-pilek, atau tampak sangat lemas, pemeriksaan segera sangat dianjurkan untuk mencegah terlambatnya penanganan.  #SehatBarengDrDewi #campak #ruamanak #measlesawareness #imunisasilengkap #vaksinMR #pediatrimedan #dokteranakmedan #demammanak #batukpilekanak #kesehatananak #edukasikesehatan #parentingmedan #pencegahancampak #wajibvaksin #RSIAStellaMaris #RSReginaMaris",https://www.instagram.com/p/DSD-q48iTXN/,,0,0,3,,,instagram,,
nauramedika,2025-10-02 01:26:19+00:00,"Jadwal Vaksin MR & BCG Oktober 2025 di Klinik Naura Medika Lindungi si Kecil dari campak dan rubella! Vaksin MR (Measles-Rubella) penting untuk kekebalan tubuh anak dan mencegah penularan penyakit berbahaya. 🛡️  📅 Jadwal Dokter Spesialis Anak: 👩‍⚕️ dr. Intan AP Tumbelaka, Sp.A Sabtu, 04/10/2025 (MR & BCG) Kamis, 16/10/2025 (MR)  👩‍⚕️ dr. Yessy Yuniarti, Sp.A Rabu, 8/10/2025 (MR) Selasa, 28/10/2025 (MR & BCG)  👩‍⚕️ dr. Neneng Arie Komariah, Sp.A Senin, 13/10/2025 (MR & BCG) Jumat, 24/10/2025 (MR)  Untuk Informasi lebih lanjut👇🏻 Telepon : (021) 77827515 WhatsApp : +62 811 101 8481 Alamat : Jl. Kemakmuran Raya No. 37, Mekar Jaya, Sukmajaya, Depok 16411  #KlinikDepok #Klinik24Jam #Klinik24JamDepok #VaksinMR #NauraMedika #KlinikAnak #VaksinAnak #ImunisasiAnak #CampakRubella #Depok #KlinikDepok #DokterAnakDepok #MelayaniSetulusHati",https://www.instagram.com/p/DPSdHFSEvcK/,,0,0,36,,,instagram,,
mediasuaragong,2025-09-05 07:17:02+00:00,"Lonjakan kasus campak di Sumenep menewaskan 17 anak dan menginfeksi lebih dari 2.000 anak akibat rendahnya imunisasi, diperparah hoaks vaksin haram. Pemprov Jatim bergerak lewat imunisasi massal ORI dan didorong untuk gandeng ulama serta transparansi medis demi meyakinkan masyarakat.  Baca berita selengkapnya diwebsite suaragong.com  #CampakSumenep #Imunisasi #VaksinMR #mediasuaragong #fyp",https://www.instagram.com/p/DONjyPZEucL/,,0,0,0,,,instagram,,
rumahvaksinasi_malang,2025-09-01 10:57:30+00:00,"Indonesia Darurat Campak!  Wabah Campak sudah terjadi di beberapa wilayah, dan sudah ada kasus meninggal dunia.   Nyatanya Vaksinasi dengan Dosis lengkap mempunyai efektifitas hingga 97% dalam mencegah campak!   Yuk Aybun lebih hati-hati lagi dalam membaca berita ya, jangan sampai termakan Hoax! Jika ada yg sudah terkena gejala-gejalanya segera ke faskes terdekat 🙏🏻  #rumahvaksinasimalang #vaksinasilengkapmalang  #imunisasibayimalang  #imunisasimurahmalang  #vaksinlengkapmalang #imunisasiterjangkaumalang  #imunisasidewasa #imunisasibayi #vaksinbcg #vaksinmr #vaksindpt  #vaksinrotavirus #vaksinprogrammalang",https://www.instagram.com/p/DODp1beFQEK/,,0,0,4,,,instagram,,
rscondongcatur,2025-09-01 08:27:10+00:00,"Halo Sahabat RSCC! Semoga semua tetap dalam keadaan sehat ya 😊  Sahabat RSCC apakah mengetahui manfaat Imunisasi BCG & MR ?  Imunisasi BCG dapat memberikan perlindungan terhadap Tuberkulosis / TBC, sedangkan imunisasi MR dapat memberikan perlindungan terhadap Measles (Campak) & Rubella (Vampak Jerman).  RS Condong Catur Melayani Imunisasi BCG & MR yang dilaksanakan pada :  Hari : Senin, 8 September 2025 Tempat : Klinik Anak Jam : 13.00 sd Selesai  Yuk Bunda akses layanan Imunisasi anak BCG & MR di klinik anak RS Condong Catur.  🏥 RS Condong Catur 📍Alamat : Jl. Manggis No.6 Condong Catur Sleman Yogyakarta ☎ Telepon : (0274) 887494 WhatsApp : 0859 3932 0877 . -Solusi JITU Kesehatan Anda- . #klinik #anak #klinikanak #vaksinanak #vaksin #vaksinbcg #vaksinmr #jogja #condongcatur #kesehatan #rscondongcatur #pelayanan #sehat #rumahsakityogyakarta #klinikbersalin #klinikanak #polianak #dokteranak #dokterspesialisanak #RSCCjitu #rsccjitu",https://www.instagram.com/p/DODYoY3E2wP/,,0,0,5,,,instagram,,
pkc_palmerah,2025-09-25 23:35:00+00:00,"✨ Kenali & Cegah Campak pada Anak ✨  Campak adalah penyakit menular yang disebabkan virus dan mudah menyebar lewat batuk atau bersin.  Gejala campak: 🔴 Demam tinggi 🔴 Batuk, pilek, mata merah 🔴 Ruam merah di seluruh tubuh  👉 Pencegahan terbaik: dengan imunisasi lengkap (vaksin campak/MR).  💡 Jangan tunggu sampai terlambat! Ayo lindungi buah hati kita dengan imunisasi agar terhindar dari campak. 💉❤️  Sumber: @dinkesdki  #CegahCampak #CampakPadaAnak #ImunisasiCampak #VaksinMR #sehattanpacampak",https://www.instagram.com/p/DPCzoUnEq6h/,,0,0,3,,,instagram,,
rsiakendangsari,2025-09-18 02:13:58+00:00,"#ksedukasi  Campak bukan sekadar ruam merah biasa! Campak mudah menular dan berisiko komplikasi serius, terutama pada anak-anak.  Kabar baiknya: campak bisa dicegah lewat imunisasi MR. Cek kembali status imunisasi anak dan jangan ragu konsultasi ke tenaga kesehatan jika ada gejala mencurigakan.  ✅ Langkah kecil seperti imunisasi = perlindungan besar untuk komunitas. 🔁 Save & share untuk bantu sebarkan info ini. Bersama kita bisa cegah penyebaran campak!  Informasi selengkapnya dapat menghubungi Layanan Pelanggan kami di nomor 📱082257251113  ☎(031) 8436200  #rsiasurabaya #rsiakendangsari #rumahsakitibudananak #rsiaterbaik #campak #vaksinmr #measles",https://www.instagram.com/p/DOufb8UE1wo/,,0,0,10,,,instagram,,
sdmudacileungsi,2025-09-01 05:30:52+00:00,"✨BIAS Bulan Imunisasi Anak Sekolah✨  SD Muhammadiyah 02 Cileungsi bersama Puskesmas Pasirangin dan Klinik PKO Muhammadiyah Cileungsi mengadakan Bulan Imunisasi Anak Sekolah (BIAS). Program ini bertujuan untuk melindungi kesehatan anak sejak dini, agar terhindar dari penyakit berbahaya dan tumbuh sehat optimal.  Jenis Vaksin:  Kelas 1: Vaksin Measles Rubella (MR)  Kelas 5: Vaksin Human Papilloma Virus (HPV)  🗓 Hari/Tanggal: Senin, 01 September 2025 📍 Lokasi: Ruang kelas SD Muhammadiyah 02 Cileungsi  Jangan lupa pastikan anak dalam kondisi sehat dan sudah sarapan pagi sebelum imunisasi. Dengan imunisasi, kita turut menjaga kesehatan diri, keluarga, dan lingkungan sekitar.  “Lindungi diri, lindungi keluarga, lindungi sesama.”  #sdmuhammadiyah02 #sdmuda #vaksin #vaksinmr&hpv #imunisasi #imunisasimr #imunisasihpv #sekolahunggulan #puskesmaspasirangin #sdterbaikswastacileungsi",https://www.instagram.com/p/DODEdI-Ea0w/,,0,0,4,,,instagram,,
japenwpkl,2025-09-04 08:14:22+00:00,"🌈✨ VAKSIN TAMBAHAN MR DAH MULA! Campak & Rubella? Jangan beri peluang! 📢 Ibu ayah! 💉 Vaksin tambahan MR kini tersedia di Klinik KKM sekitar KL & Putrajaya! 💪 Lindungi anak anda dari campak & rubella – langkah kecil, perlindungan besar! Anak sihat ➡ Sekolah pun ceria! 😄  Sumber : KKM Jabatan Kesihatan WP Kuala Lumpur & Putrajaya  #SediaMelindungi  #VaksinMR  #KKMLindungiAnakKita #MalaysiaMadani  #JaPenWPKLP",https://www.instagram.com/p/DOLFjQXD7k2/,,0,0,6,,,instagram,,
n.f_bidankita,2025-09-14 04:03:01+00:00,"Hallo cinta-cinta N.F Bidan Kita 👋🏻 Pemberian vaksinasi dasar mengikuti jadwal yang telah ditentukan untuk memastikan anak terlindungi secara optimal dari penyakit-penyakit tersebut, dan jika terlewat, dapat diikuti dengan program imunisasi kejar. #salamsehatcinta🤍  #senyumanandabahagiakami . . . . . . . . . . . . . #imunisasi #imunisasibayi #imunisasilengkap #imunisasiklapanunggal #imunisasibayicileungsi #imunisasidasarlengkap #rotavirus #imunisasibidanklapanunggal  #babycarecileungsi #babycareklapanunggal #imunisasidpt2 #bayisehat #babyspa #babyspacileungsi #babyspaklapanunggal #nfbidankitababycare&spa #mombabyspa #vaksinpnemokokus #nfbidankita #nfmombabyspa #babyspamurahcileungsi #spababycileungsi #bayisehat #imunisasibayi #imunisasirotavirusklapanunggal #vaksinmr #imunisasicampakrubella #imunisasipcv #fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp",https://www.instagram.com/p/DOkYvFsk2q5/,,0,0,8,,,instagram,,
gmc.tangerangselatan,2025-10-07 02:53:28+00:00,"Vaksin MR Serpong Utara Tangerang Selatan  Lindungi si kecil dari campak dan rubella dengan vaksin MR di Klinik Galaxy Medical Center Tangerang Selatan!  Vaksin ini mencegah demam tinggi, ruam, komplikasi berat, serta risiko cacat lahir pada janin.  Yuk vaksin sekarang untuk masa depan sehat! ☎ 0811-1909-118  #VaksinMR #KlinikGalaxyMedicalCenter #TangerangSelatan #ImunisasiAnak #VaksinAman #KesehatanAnak #KlinikGMC #klinikgalaxymedicalcentertangerangselatan",https://www.instagram.com/p/DPffD1rjy1D/,,1,0,6,,,instagram,,
kpjpahangofficial,2025-10-07 02:41:30+00:00,"Sedang Berlangsung🌟🌟  🩺 Program Imunisasi Tambahan di KPJ Pahang Specialist Hospital! 🌈  Ibu bapa, jom pastikan anak-anak kita dilindungi daripada Campak & Rubella (MR Vaccine) 💉✨  📅 Tarikh: 7 Oktober 2025 (Selasa) 🕘 Masa: 9.00 pagi – 2.00 petang 📍 Tempat: Level 2, (Bilik sebelah Gloria Jean’s) 👶 Untuk: Kanak-kanak berumur 6 – 59 bulan (lahir Ogos 2020 – Jan 2025) 💰 Percuma!  Jangan lupa bawa MyKid dan Buku Rekod Vaksinasi anak ya ❤️ Walk- in turut diterima.  #KPJPahang #ImunisasiTambahan #VaksinMR #KesihatanAnak #LindungiAnakAnda #KejapSakitLamaSihat",https://www.instagram.com/p/DPfdsJllIxZ/,,0,0,32,,,instagram,,
